@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-1

@attribute TypeOfBet {'MATCH ODDS','OVER / UNDER','ASIAN HANDICAP'}
@attribute Odds numeric
@attribute Liquidity numeric

@data
'OVER / UNDER',2.14,1764.31561
'OVER / UNDER',2,1801.828498
'MATCH ODDS',2.04,1769.58504
'OVER / UNDER',1.9,1765.512474
'ASIAN HANDICAP',1.74,1973.694516
'ASIAN HANDICAP',2.05,1985.18581
'MATCH ODDS',1.8,1770.787666
'MATCH ODDS',1.64,1763.774054
'MATCH ODDS',1.73,1763.846462
'ASIAN HANDICAP',1.78,1973.996474
'ASIAN HANDICAP',1.91,1988.5325
'ASIAN HANDICAP',1.87,1994.971435
'ASIAN HANDICAP',1.63,1930.144192
'ASIAN HANDICAP',1.79,1952.915227
'ASIAN HANDICAP',1.77,1947.327768
'OVER / UNDER',1.87,1765.67366
'MATCH ODDS',1.72,1534.44541
'ASIAN HANDICAP',1.8,1936.392794
'ASIAN HANDICAP',1.8,1936.392794
'OVER / UNDER',1.79,1751.951926
'OVER / UNDER',2.01,1766.786719
'MATCH ODDS',1.78,1770.643224
'ASIAN HANDICAP',2.08,1954.959031
'ASIAN HANDICAP',1.74,1952.613269
'OVER / UNDER',1.81,1762.563062
'ASIAN HANDICAP',1.97,2081.109371
'MATCH ODDS',1.7,1766.022708
'ASIAN HANDICAP',1.72,1928.406531
'MATCH ODDS',2.25,1753.609423
'MATCH ODDS',1.8,1769.143328
'ASIAN HANDICAP',1.74,1995.297986
'MATCH ODDS',1.67,1763.553077
'ASIAN HANDICAP',1.79,1962.3502
'ASIAN HANDICAP',1.83,2021.526356
'OVER / UNDER',1.78,1768.925555
'OVER / UNDER',1.87,1772.232992
'MATCH ODDS',1.7,1766.022708
'ASIAN HANDICAP',1.84,2022.903948
'OVER / UNDER',1.74,1769.047981
'ASIAN HANDICAP',1.85,1979.668917
'ASIAN HANDICAP',1.93,2028.716931
'ASIAN HANDICAP',1.83,1572.538472
'ASIAN HANDICAP',1.83,1572.538472
'ASIAN HANDICAP',1.86,1475.024784
'MATCH ODDS',1.8,1442.585046
'MATCH ODDS',1.75,1768.998886
'ASIAN HANDICAP',1.9,2028.933036
'ASIAN HANDICAP',1.98,1985.740254
'ASIAN HANDICAP',1.74,2056.015179
'MATCH ODDS',3,1715.427547
'MATCH ODDS',1.68,1763.553077
'MATCH ODDS',1.73,1765.4908
'OVER / UNDER',1.7,1629.548704
'ASIAN HANDICAP',1.93,2081.873367
'ASIAN HANDICAP',2.01,1958.164703
'ASIAN HANDICAP',1.78,1968.007124
'OVER / UNDER',1.83,1606.448973
'ASIAN HANDICAP',1.7,1572.538472
'OVER / UNDER',1.94,934.649217
'ASIAN HANDICAP',1.75,1936.580709
'MATCH ODDS',1.78,1770.643224
'OVER / UNDER',1.96,1771.858218
'ASIAN HANDICAP',1.75,2485.99214
'MATCH ODDS',2.23,877.268966
'ASIAN HANDICAP',1.78,2427.385526
'OVER / UNDER',1.78,1793.982628
'MATCH ODDS',2,1769.94531
'ASIAN HANDICAP',1.72,2051.061445
'ASIAN HANDICAP',1.99,2001.954465
'ASIAN HANDICAP',1.71,2012.768946
'MATCH ODDS',2.08,1769.452404
'OVER / UNDER',1.83,1783.442384
'OVER / UNDER',1.96,1783.545555
'OVER / UNDER',1.72,1766.707978
'ASIAN HANDICAP',1.8,1936.392794
'ASIAN HANDICAP',2.25,1927.636174
'MATCH ODDS',1.89,1771.073127
'MATCH ODDS',1.92,1774.118741
'MATCH ODDS',1.9,1534.44541
'MATCH ODDS',1.74,1770.712201
'MATCH ODDS',2.27,1753.536152
'MATCH ODDS',1.7,1766.022708
'MATCH ODDS',1.73,881.400852
'ASIAN HANDICAP',1.82,2158.025421
'MATCH ODDS',1.88,1771.073127
'OVER / UNDER',1.85,1771.690616
'MATCH ODDS',1.91,2017.209943
'ASIAN HANDICAP',1.97,2539.439093
'OVER / UNDER',1.78,1551.876861
'ASIAN HANDICAP',1.77,1952.915227
'OVER / UNDER',2.15,1764.31561
'OVER / UNDER',1.86,1783.331687
'ASIAN HANDICAP',1.88,1937.033215
'OVER / UNDER',1.96,1771.858218
'ASIAN HANDICAP',1.84,1936.644488
'ASIAN HANDICAP',1.82,1277.416434
'ASIAN HANDICAP',1.76,1229.547506
'OVER / UNDER',2.04,1778.071416
'MATCH ODDS',1.76,1770.643224
'ASIAN HANDICAP',1.83,2062.582957
'ASIAN HANDICAP',1.98,1944.711342
'MATCH ODDS',1.74,2022.598273
'MATCH ODDS',1.87,1771.073127
'ASIAN HANDICAP',1.78,1947.327768
'MATCH ODDS',1.92,424.754817
'OVER / UNDER',1.8,1769.126934
'ASIAN HANDICAP',2,1953.759189
'OVER / UNDER',1.8,1794.184894
'MATCH ODDS',2.19,1755.94202
'ASIAN HANDICAP',1.8,2076.62782
'MATCH ODDS',2.06,1771.100074
'OVER / UNDER',1.79,1606.448973
'ASIAN HANDICAP',1.73,2067.008682
'MATCH ODDS',1.75,1770.643224
'OVER / UNDER',1.91,1772.047228
'MATCH ODDS',1.9,1774.310362
'ASIAN HANDICAP',1.76,1997.880302
'OVER / UNDER',1.78,1814.778476
'MATCH ODDS',2.6,748.984773
'ASIAN HANDICAP',2.08,748.984773
'ASIAN HANDICAP',2.14,1940.950141
'ASIAN HANDICAP',1.76,748.984773
'ASIAN HANDICAP',1.94,2002.080581
'ASIAN HANDICAP',1.87,1235.564505
'MATCH ODDS',2.3,1159.541531
'ASIAN HANDICAP',2.07,1332.981491
'ASIAN HANDICAP',2.02,1336.601035
'ASIAN HANDICAP',2.07,1332.981491
'OVER / UNDER',1.93,1204.989929
'ASIAN HANDICAP',1.88,1273.975954
'ASIAN HANDICAP',1.97,1307.904067
'OVER / UNDER',1.93,1771.797239
'ASIAN HANDICAP',2.19,1969.457272
'ASIAN HANDICAP',2.01,1973.696175
'ASIAN HANDICAP',1.78,1947.327768
'OVER / UNDER',1.97,1755.235967
'ASIAN HANDICAP',1.85,1947.38678
'MATCH ODDS',2.3,1753.101293
'ASIAN HANDICAP',1.83,2428.609079
'ASIAN HANDICAP',1.95,2428.609079
'MATCH ODDS',1.97,1773.165429
'MATCH ODDS',5,1735.641372
'ASIAN HANDICAP',1.75,871.999788
'ASIAN HANDICAP',1.93,1970.613759
'OVER / UNDER',1.86,1783.331687
'OVER / UNDER',1.91,1783.621296
'MATCH ODDS',1.67,1763.553077
'ASIAN HANDICAP',1.86,1967.960205
'ASIAN HANDICAP',1.99,1942.997099
'ASIAN HANDICAP',1.7,2052.241147
'MATCH ODDS',2.03,1802.095283
'ASIAN HANDICAP',2.08,1983.990997
'MATCH ODDS',2.38,1753.360257
'ASIAN HANDICAP',1.86,748.984773
'ASIAN HANDICAP',1.94,748.984773
'ASIAN HANDICAP',1.91,2029.924004
'ASIAN HANDICAP',1.85,2082.018447
'MATCH ODDS',2.5,748.984773
'MATCH ODDS',1.96,748.984773
'ASIAN HANDICAP',1.9,748.984773
'ASIAN HANDICAP',2.06,2023.803832
'MATCH ODDS',2.27,1753.536152
'ASIAN HANDICAP',1.86,2022.966881
'MATCH ODDS',1.84,1770.624596
'MATCH ODDS',1.72,1098.896498
'ASIAN HANDICAP',1.88,1229.547506
'ASIAN HANDICAP',1.93,1229.547506
'MATCH ODDS',2.02,1162.117321
'MATCH ODDS',2,1162.117321
'ASIAN HANDICAP',2.04,1332.981491
'ASIAN HANDICAP',1.75,1273.975954
'ASIAN HANDICAP',1.97,1307.385485
'ASIAN HANDICAP',1.74,2056.015179
'MATCH ODDS',1.8,1770.787666
'ASIAN HANDICAP',2.06,2516.771518
'OVER / UNDER',1.65,1657.074179
'MATCH ODDS',2,1769.94531
'OVER / UNDER',1.98,1751.809945
'MATCH ODDS',1.82,1770.783127
'ASIAN HANDICAP',1.8,1936.392794
'OVER / UNDER',1.84,1771.695382
'OVER / UNDER',1.75,936.679448
'ASIAN HANDICAP',1.81,2062.582957
'OVER / UNDER',1.66,927.267863
'ASIAN HANDICAP',1.98,2097.33229
'ASIAN HANDICAP',1.86,1998.299934
'OVER / UNDER',1.6,430.515248
'OVER / UNDER',1.69,1750.680246
'ASIAN HANDICAP',1.8,2076.825992
'ASIAN HANDICAP',2.04,1973.690246
'ASIAN HANDICAP',2.17,2069.324654
'ASIAN HANDICAP',1.94,2005.950759
'MATCH ODDS',2.36,1751.405227
'OVER / UNDER',1.76,430.515248
'OVER / UNDER',1.97,430.515248
'OVER / UNDER',1.82,936.679448
'ASIAN HANDICAP',2.07,2063.799209
'MATCH ODDS',3.6,1738.409181
'OVER / UNDER',1.82,1606.448973
'ASIAN HANDICAP',3.35,1914.386803
'ASIAN HANDICAP',2.03,2063.454589
'ASIAN HANDICAP',1.88,2061.990003
'MATCH ODDS',2.56,1743.973328
'MATCH ODDS',1.92,1772.474403
'ASIAN HANDICAP',3,1944.317152
'MATCH ODDS',5,1735.641372
'MATCH ODDS',3.52,1715.13114
'ASIAN HANDICAP',2.04,1942.99117
'ASIAN HANDICAP',1.82,1968.070902
'MATCH ODDS',1.75,1770.643224
'MATCH ODDS',2.12,5693.912575
'ASIAN HANDICAP',1.69,2006.545538
'MATCH ODDS',2.15,1537.452964
'ASIAN HANDICAP',2,1559.694797
'MATCH ODDS',2.5,1751.668664
'MATCH ODDS',2.5,1753.373338
'ASIAN HANDICAP',1.96,2080.707294
'ASIAN HANDICAP',2.23,2059.343513
'ASIAN HANDICAP',2.04,749.056645
'MATCH ODDS',1.91,1774.286217
'MATCH ODDS',3.2,1738.539212
'OVER / UNDER',1.75,1768.925555
'OVER / UNDER',1.61,1744.396848
'MATCH ODDS',1.7,1766.022708
'ASIAN HANDICAP',1.7,749.056645
'ASIAN HANDICAP',2.21,749.056645
'ASIAN HANDICAP',2.03,749.056645
'MATCH ODDS',2.15,749.056645
'MATCH ODDS',1.98,749.056645
'OVER / UNDER',1.72,749.056645
'OVER / UNDER',1.77,749.056645
'ASIAN HANDICAP',1.77,749.056645
'ASIAN HANDICAP',1.9,749.056645
'MATCH ODDS',1.94,749.056645
'MATCH ODDS',2.7,749.056645
'MATCH ODDS',1.7,1766.022708
'ASIAN HANDICAP',1.86,1953.041938
'OVER / UNDER',1.98,1751.809945
'ASIAN HANDICAP',1.98,7171.409804
'ASIAN HANDICAP',1.85,7439.595365
'ASIAN HANDICAP',1.71,7353.855948
'ASIAN HANDICAP',1.65,7261.895507
'OVER / UNDER',1.63,1744.311627
'OVER / UNDER',1.63,1744.311627
'ASIAN HANDICAP',2.02,2023.747512
'ASIAN HANDICAP',4.65,1910.47913
'ASIAN HANDICAP',1.83,2023.077578
'OVER / UNDER',1.82,1771.869012
'OVER / UNDER',1.79,1751.951926
'ASIAN HANDICAP',1.76,1962.3502
'OVER / UNDER',1.97,1755.235967
'ASIAN HANDICAP',1.89,512.681908
'OVER / UNDER',2.02,1766.774889
'OVER / UNDER',1.7,1750.680246
'OVER / UNDER',1.84,210.02033
'MATCH ODDS',2.88,1740.392871
'MATCH ODDS',2.05,219.694724
'MATCH ODDS',1.85,219.694724
'OVER / UNDER',1.64,1651.413139
'OVER / UNDER',1.78,936.679448
'OVER / UNDER',1.75,936.679448
'ASIAN HANDICAP',1.99,1984.044452
'OVER / UNDER',1.8,430.515248
'MATCH ODDS',3.22,1740.243885
'ASIAN HANDICAP',2.21,2059.038722
'ASIAN HANDICAP',2.41,2026.194348
'OVER / UNDER',2.03,1766.398025
'MATCH ODDS',1.91,1774.286217
'ASIAN HANDICAP',1.79,2016.473072
'OVER / UNDER',1.59,1730.535593
'ASIAN HANDICAP',1.8,2078.622429
'OVER / UNDER',1.64,1751.553643
'ASIAN HANDICAP',1.8,2069.583219
'OVER / UNDER',1.93,925.237632
'OVER / UNDER',1.66,927.267863
'ASIAN HANDICAP',1.95,2001.536715
'MATCH ODDS',3.6,1738.409181
'MATCH ODDS',4.5,1735.648598
'MATCH ODDS',4,1735.674875
'MATCH ODDS',2.76,1738.728526
'MATCH ODDS',2.05,1340.078869
'OVER / UNDER',2.28,1750.687461
'ASIAN HANDICAP',1.83,2082.812
'OVER / UNDER',1.85,927.267863
'MATCH ODDS',2.1,1770.462993
'OVER / UNDER',1.81,1791.855343
'OVER / UNDER',1.84,1797.795148
'OVER / UNDER',1.84,257.104679
'OVER / UNDER',1.91,1772.047228
'OVER / UNDER',1.94,1755.49224
'OVER / UNDER',1.99,241.763191
'OVER / UNDER',1.75,241.763191
'MATCH ODDS',1.83,748.984773
'OVER / UNDER',1.93,1551.876861
'ASIAN HANDICAP',1.82,210.02033
'OVER / UNDER',1.84,1771.695382
'MATCH ODDS',1.8,1770.787666
'ASIAN HANDICAP',2.05,748.984773
'ASIAN HANDICAP',2.04,748.984773
'MATCH ODDS',2.4,748.984773
'ASIAN HANDICAP',1.95,748.984773
'ASIAN HANDICAP',2.05,2062.595085
'ASIAN HANDICAP',1.81,1591.230247
'ASIAN HANDICAP',1.76,748.984773
'MATCH ODDS',3.75,748.984773
'ASIAN HANDICAP',1.77,748.984773
'MATCH ODDS',2.2,1159.541531
'ASIAN HANDICAP',1.76,1137.985376
'ASIAN HANDICAP',1.94,1301.887068
'ASIAN HANDICAP',1.69,1273.975954
'ASIAN HANDICAP',1.64,1273.975954
'ASIAN HANDICAP',1.8,1138.503958
'ASIAN HANDICAP',2.4,2043.656992
'ASIAN HANDICAP',1.79,1936.580709
'OVER / UNDER',2.07,1767.75147
'OVER / UNDER',1.96,1794.235875
'OVER / UNDER',1.82,1794.180355
'MATCH ODDS',2.18,219.694724
'OVER / UNDER',1.95,241.763191
'MATCH ODDS',1.73,210.02033
'MATCH ODDS',1.8,210.02033
'ASIAN HANDICAP',1.99,1997.805846
'OVER / UNDER',1.99,1766.786719
'ASIAN HANDICAP',1.76,1973.996474
'OVER / UNDER',1.98,1790.809853
'OVER / UNDER',1.82,1765.30968
'ASIAN HANDICAP',1.65,1940.411889
'MATCH ODDS',1.8,1770.787666
'ASIAN HANDICAP',2.02,1942.99117
'MATCH ODDS',2.6,219.694724
'OVER / UNDER',1.8,927.267863
'MATCH ODDS',1.99,879.370622
'ASIAN HANDICAP',2,2272.96975
'ASIAN HANDICAP',1.84,2084.535348
'ASIAN HANDICAP',1.87,2165.570135
'ASIAN HANDICAP',2.01,1288.325052
'ASIAN HANDICAP',1.69,1922.351747
'OVER / UNDER',1.67,1768.195122
'ASIAN HANDICAP',1.75,1952.915227
'ASIAN HANDICAP',1.73,1961.870887
'OVER / UNDER',1.93,1771.797239
'ASIAN HANDICAP',1.92,2002.126419
'ASIAN HANDICAP',1.9,1961.367365
'OVER / UNDER',1.84,447.48341
'ASIAN HANDICAP',1.75,2069.582507
'ASIAN HANDICAP',1.99,748.984773
'ASIAN HANDICAP',1.87,1968.345804
'ASIAN HANDICAP',1.94,1988.319187
'ASIAN HANDICAP',1.83,2082.196843
'ASIAN HANDICAP',1.67,1940.411889
'ASIAN HANDICAP',2.09,1944.036127
'ASIAN HANDICAP',2.06,1301.368486
'ASIAN HANDICAP',1.93,2516.771518
'OVER / UNDER',1.95,1633.874969
'ASIAN HANDICAP',2.22,207.67219
'ASIAN HANDICAP',1.93,1956.75824
'MATCH ODDS',1.73,1765.4908
'OVER / UNDER',2,210.02033
'MATCH ODDS',2.15,210.02033
'OVER / UNDER',2.14,241.763191
'ASIAN HANDICAP',1.95,2439.892531
'ASIAN HANDICAP',2.04,2023.05666
'MATCH ODDS',1.88,1771.073127
'ASIAN HANDICAP',1.76,1936.580709
'MATCH ODDS',2.15,1766.00466
'MATCH ODDS',1.67,1763.553077
'ASIAN HANDICAP',1.82,1952.979005
'OVER / UNDER',2.1,210.02033
'MATCH ODDS',1.7,1766.022708
'ASIAN HANDICAP',1.84,1992.421663
'MATCH ODDS',1.93,1774.118741
'MATCH ODDS',2.06,1771.100074
'ASIAN HANDICAP',1.87,207.67219
'ASIAN HANDICAP',1.92,207.67219
'OVER / UNDER',1.96,934.649217
'ASIAN HANDICAP',1.79,2485.99214
'ASIAN HANDICAP',1.91,2097.33229
'MATCH ODDS',1.83,1769.138789
'MATCH ODDS',1.83,1770.783127
'OVER / UNDER',1.9,1772.071806
'OVER / UNDER',1.78,1768.925555
'ASIAN HANDICAP',1.9,2082.392693
'ASIAN HANDICAP',1.85,2000.761638
'ASIAN HANDICAP',1.74,1947.02581
'ASIAN HANDICAP',2,1997.805846
'ASIAN HANDICAP',1.82,1962.413979
'ASIAN HANDICAP',1.82,1952.979005
'MATCH ODDS',1.85,1770.619829
'ASIAN HANDICAP',1.85,1992.416897
'OVER / UNDER',1.55,1761.803025
'OVER / UNDER',1.75,1752.187259
'ASIAN HANDICAP',1.96,2030.241944
'MATCH ODDS',2.02,1768.289142
'ASIAN HANDICAP',2.09,2076.452757
'ASIAN HANDICAP',1.71,1946.301641
'ASIAN HANDICAP',1.9,1946.199761
'MATCH ODDS',1.83,1769.138789
'OVER / UNDER',1.85,1754.95232
'ASIAN HANDICAP',2.04,2061.4478
'MATCH ODDS',2,1768.300972
'ASIAN HANDICAP',1.89,2082.721728
'ASIAN HANDICAP',2.04,2003.804108
'OVER / UNDER',2.12,1766.540211
'OVER / UNDER',2.08,1767.757253
'ASIAN HANDICAP',2.04,1424.332891
'OVER / UNDER',1.93,1755.120945
'ASIAN HANDICAP',1.97,2001.44713
'OVER / UNDER',1.96,1624.656309
'ASIAN HANDICAP',1.77,1947.327768
'ASIAN HANDICAP',1.83,2023.077578
'ASIAN HANDICAP',1.95,1947.943688
'ASIAN HANDICAP',1.88,1979.414584
'MATCH ODDS',2.5,1751.668664
'MATCH ODDS',2.2,1757.586358
'OVER / UNDER',1.63,1744.311627
'ASIAN HANDICAP',1.82,2023.077578
'ASIAN HANDICAP',1.8,2023.082117
'ASIAN HANDICAP',1.73,1929.371535
'ASIAN HANDICAP',1.71,2012.768946
'ASIAN HANDICAP',1.71,2012.768946
'ASIAN HANDICAP',1.79,2076.552239
'ASIAN HANDICAP',1.99,2076.16105
'ASIAN HANDICAP',1.89,2022.484624
'ASIAN HANDICAP',1.77,2086.88568
'ASIAN HANDICAP',1.89,2082.721728
'MATCH ODDS',2,1442.585046
'ASIAN HANDICAP',1.81,1952.979005
'ASIAN HANDICAP',1.81,2023.077578
'ASIAN HANDICAP',1.88,1994.971435
'OVER / UNDER',1.94,934.649217
'ASIAN HANDICAP',1.94,943.898125
'ASIAN HANDICAP',2.06,1998.547089
'OVER / UNDER',1.87,1651.413139
'ASIAN HANDICAP',1.85,2126.726301
'ASIAN HANDICAP',1.8,210.02033
'ASIAN HANDICAP',1.68,1921.346294
'ASIAN HANDICAP',1.73,1929.371535
'MATCH ODDS',2,210.02033
'OVER / UNDER',2.1,1767.106148
'ASIAN HANDICAP',2.41,207.67219
'ASIAN HANDICAP',2.67,207.67219
'MATCH ODDS',2.7,210.02033
'OVER / UNDER',1.75,1752.187259
'OVER / UNDER',1.88,241.763191
'ASIAN HANDICAP',1.79,2055.820514
'OVER / UNDER',1.86,1771.758315
'ASIAN HANDICAP',1.96,2069.600275
'OVER / UNDER',1.7,1750.680246
'OVER / UNDER',1.93,210.02033
'MATCH ODDS',1.87,1771.073127
'MATCH ODDS',2.5,1751.668664
'MATCH ODDS',1.92,1774.118741
'ASIAN HANDICAP',1.91,2072.315449
'ASIAN HANDICAP',1.83,2485.99214
'MATCH ODDS',2.12,219.694724
'ASIAN HANDICAP',1.92,2029.756529
'ASIAN HANDICAP',1.73,1946.732945
'OVER / UNDER',1.81,1769.122395
'OVER / UNDER',1.86,1755.020019
'MATCH ODDS',1.7,1766.022708
'OVER / UNDER',2.21,1751.633162
'ASIAN HANDICAP',2.04,1997.799918
'OVER / UNDER',1.83,1771.869012
'MATCH ODDS',2.2,1755.94202
'OVER / UNDER',1.94,934.649217
'ASIAN HANDICAP',2.18,2532.480526
'OVER / UNDER',2,241.763191
'OVER / UNDER',1.98,934.649217
'OVER / UNDER',2.08,1767.757253
'MATCH ODDS',2.7,210.02033
'MATCH ODDS',1.95,748.984773
'MATCH ODDS',2.25,748.984773
'ASIAN HANDICAP',2.01,748.984773
'MATCH ODDS',1.91,210.02033
'ASIAN HANDICAP',1.83,1212.227176
'OVER / UNDER',1.75,1204.989929
'OVER / UNDER',1.74,1204.989929
'OVER / UNDER',2.1,1767.106148
'ASIAN HANDICAP',1.84,2397.006735
'ASIAN HANDICAP',2.08,1983.990997
'MATCH ODDS',1.83,1770.783127
'ASIAN HANDICAP',2.07,2063.799209
'MATCH ODDS',2.03,1769.58504
'MATCH ODDS',2.15,210.02033
'OVER / UNDER',2.09,1767.440236
'OVER / UNDER',1.86,1771.758315
'MATCH ODDS',1.83,219.694724
'ASIAN HANDICAP',2.01,2423.383247
'ASIAN HANDICAP',1.99,2023.75344
'OVER / UNDER',1.97,1771.858218
'ASIAN HANDICAP',1.99,207.67219
'MATCH ODDS',1.84,1770.624596
'MATCH ODDS',3.08,1740.243885
'ASIAN HANDICAP',1.86,1947.454479
'MATCH ODDS',1.81,1770.783127
'OVER / UNDER',2.28,1750.687461
'MATCH ODDS',2,1533.309082
'OVER / UNDER',1.86,1651.413139
'OVER / UNDER',1.95,1772.067482
'OVER / UNDER',2,1766.786719
'OVER / UNDER',2.2,1754.165825
'ASIAN HANDICAP',1.76,2427.385526
'ASIAN HANDICAP',1.75,2074.450515
'ASIAN HANDICAP',1.84,210.02033
'ASIAN HANDICAP',1.92,918.21491
'MATCH ODDS',2.5,877.268966
'ASIAN HANDICAP',1.78,1947.327768
'ASIAN HANDICAP',1.94,2428.609079
'ASIAN HANDICAP',2.03,2024.096258
'ASIAN HANDICAP',2.09,2397.006735
'OVER / UNDER',2,1766.786719
'MATCH ODDS',1.91,1774.286217
'ASIAN HANDICAP',1.98,1998.32801
'MATCH ODDS',2.04,219.694724
'MATCH ODDS',1.91,1774.286217
'OVER / UNDER',1.81,210.02033
'MATCH ODDS',2.11,210.02033
'MATCH ODDS',2.1,219.694724
'OVER / UNDER',1.9,241.763191
'OVER / UNDER',1.89,1772.232992
'MATCH ODDS',1.83,1770.783127
'OVER / UNDER',1.99,1760.343432
'ASIAN HANDICAP',1.81,2040.81702
'ASIAN HANDICAP',1.87,2023.113169
'ASIAN HANDICAP',1.9,1976.883805
'ASIAN HANDICAP',1.96,2030.241944
'OVER / UNDER',2.15,1764.31561
'ASIAN HANDICAP',1.97,2030.241944
'ASIAN HANDICAP',1.85,1994.597224
'OVER / UNDER',2,241.763191
'ASIAN HANDICAP',1.93,2427.385526
'ASIAN HANDICAP',1.76,1968.007124
'OVER / UNDER',2.25,1751.833228
'MATCH ODDS',2.11,1769.969076
'ASIAN HANDICAP',1.73,2428.609079
'ASIAN HANDICAP',2.06,2427.385526
'ASIAN HANDICAP',2.37,207.67219
'OVER / UNDER',2.04,1766.398025
'MATCH ODDS',2.1,1768.818655
'MATCH ODDS',1.91,210.02033
'MATCH ODDS',1.91,210.02033
'ASIAN HANDICAP',1.94,748.984773
'ASIAN HANDICAP',2.06,942.727432
'ASIAN HANDICAP',1.71,2012.442366
'MATCH ODDS',2.39,210.02033
'ASIAN HANDICAP',1.8,748.984773
'MATCH ODDS',2.17,748.984773
'ASIAN HANDICAP',1.91,748.984773
'ASIAN HANDICAP',1.85,748.984773
'ASIAN HANDICAP',1.76,748.984773
'ASIAN HANDICAP',1.84,748.984773
'ASIAN HANDICAP',2.03,748.984773
'ASIAN HANDICAP',1.93,1277.416434
'OVER / UNDER',1.8,1204.989929
'MATCH ODDS',1.91,1098.896498
'MATCH ODDS',1.88,1098.896498
'ASIAN HANDICAP',1.85,2428.850645
'ASIAN HANDICAP',2.15,1940.950141
'ASIAN HANDICAP',2.11,1943.26468
'MATCH ODDS',2.2,210.02033
'ASIAN HANDICAP',1.79,1936.580709
'MATCH ODDS',2.54,1742.268654
'MATCH ODDS',2.04,219.694724
'MATCH ODDS',1.91,219.694724
'MATCH ODDS',1.8,1770.787666
'OVER / UNDER',2.07,1767.75147
'ASIAN HANDICAP',1.68,1940.411889
'ASIAN HANDICAP',1.94,2069.086495
'MATCH ODDS',1.95,1442.585046
'ASIAN HANDICAP',1.85,2062.40456
'MATCH ODDS',2,1768.300972
'ASIAN HANDICAP',1.76,2014.994089
'ASIAN HANDICAP',1.82,2023.077578
'ASIAN HANDICAP',1.98,2005.505838
'MATCH ODDS',1.92,1774.118741
'ASIAN HANDICAP',1.83,207.67219
'MATCH ODDS',1.85,219.694724
'ASIAN HANDICAP',1.77,2532.868218
'ASIAN HANDICAP',1.77,2532.868218
'ASIAN HANDICAP',2.13,1971.653575
'OVER / UNDER',1.9,1772.071806
'MATCH ODDS',2.05,1771.500188
'OVER / UNDER',1.9,1755.33351
'ASIAN HANDICAP',2.2,2062.071971
'ASIAN HANDICAP',1.88,1992.00234
'ASIAN HANDICAP',2.04,1958.158775
'ASIAN HANDICAP',1.95,2029.300084
'ASIAN HANDICAP',1.99,2024.793038
'OVER / UNDER',1.82,1771.869012
'ASIAN HANDICAP',1.78,1936.580709
'ASIAN HANDICAP',1.8,1936.392794
'OVER / UNDER',2.13,1764.319968
'ASIAN HANDICAP',1.93,2008.130609
'ASIAN HANDICAP',1.84,2022.903948
'OVER / UNDER',1.92,1771.797239
'OVER / UNDER',2.3,1748.270123
'ASIAN HANDICAP',2.08,1959.592861
'MATCH ODDS',2,1769.94531
'ASIAN HANDICAP',1.95,2080.822505
'MATCH ODDS',1.92,1774.118741
'MATCH ODDS',1.85,1770.619829
'ASIAN HANDICAP',1.89,2082.721728
'MATCH ODDS',2.1,1770.462993
'OVER / UNDER',1.9,1771.873645
'ASIAN HANDICAP',1.79,2055.820514
'MATCH ODDS',1.73,1763.846462
'MATCH ODDS',2.05,1769.85585
'OVER / UNDER',1.8,1769.126934
'ASIAN HANDICAP',2,1984.044452
'ASIAN HANDICAP',1.86,910.122495
'ASIAN HANDICAP',1.84,2062.409327
'ASIAN HANDICAP',1.95,2136.498298
'OVER / UNDER',1.77,1762.366223
'ASIAN HANDICAP',1.96,210.02033
'MATCH ODDS',2.2,210.02033
'MATCH ODDS',2.11,1769.969076
'ASIAN HANDICAP',2.03,210.02033
'OVER / UNDER',1.96,1771.858218
'ASIAN HANDICAP',1.84,2539.439093
'ASIAN HANDICAP',1.93,207.67219
'OVER / UNDER',2.2,1754.165825
'ASIAN HANDICAP',2,1984.044452
'OVER / UNDER',1.74,1769.047981
'OVER / UNDER',2.26,241.763191
'ASIAN HANDICAP',1.81,2516.771518
'MATCH ODDS',2.05,1771.500188
'ASIAN HANDICAP',1.92,2069.132333
'MATCH ODDS',2.26,219.694724
'OVER / UNDER',1.83,241.763191
'ASIAN HANDICAP',3.01,2153.567406
'ASIAN HANDICAP',2.89,2153.567406
'OVER / UNDER',1.99,1766.786719
'MATCH ODDS',1.8,1770.787666
'OVER / UNDER',1.97,1771.858218
'OVER / UNDER',2.11,1653.621396
'OVER / UNDER',2.25,1751.833228
'ASIAN HANDICAP',1.79,1952.915227
'ASIAN HANDICAP',1.88,210.02033
'OVER / UNDER',1.85,210.02033
'MATCH ODDS',1.91,210.02033
'ASIAN HANDICAP',1.81,748.984773
'ASIAN HANDICAP',1.83,748.984773
'ASIAN HANDICAP',1.9,748.984773
'ASIAN HANDICAP',1.87,748.984773
'ASIAN HANDICAP',1.8,748.984773
'ASIAN HANDICAP',1.8,748.984773
'ASIAN HANDICAP',2.07,748.984773
'MATCH ODDS',2.1,748.984773
'ASIAN HANDICAP',1.95,1210.324938
'ASIAN HANDICAP',1.84,1229.547506
'ASIAN HANDICAP',1.76,1277.416434
'ASIAN HANDICAP',1.85,1277.416434
'ASIAN HANDICAP',1.8,1085.215009
'OVER / UNDER',1.86,1771.758315
'MATCH ODDS',1.94,1534.44541
