@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-2

@attribute Tipster {'Jorge Aragundy','Anton Ebdon','Daniel Larsen','Simeone Tassini','Chris Tomas','Christopher Silenos','Jeremy Price','Gabriel Elias','Jason Mills','Darijo Belic','Eduardo Borrero','Silvio Bonatti','Robert Volkan','Achille Piecheur','Ivan Kacic','Amar Sidran','Radek Kovar','Neil Baxter','Burke Ziobro','Sony Luiz','Hubert Tisci',Bettingspaintips,'Charlie Bryson','Eli Pickard','Rosario Barone',Knipser,'Aurelien Delon','Francesco Alinari','Frankie Geary','Owen Garth','Blake Foss','Rufus Rasco'}
@attribute TypeOfBet {'MATCH ODDS','OVER / UNDER','ASIAN HANDICAP'}
@attribute Odds numeric
@attribute Liquidity numeric
@attribute Take numeric

@data
'Achille Piecheur','MATCH ODDS',3.42,1192.693617,100
'Silvio Bonatti','ASIAN HANDICAP',2.83,2000.940034,100
'Achille Piecheur','MATCH ODDS',1.6,748.984773,100
Bettingspaintips,'ASIAN HANDICAP',3.05,748.984773,80
'Gabriel Elias','MATCH ODDS',3.25,748.984773,20
'Gabriel Elias','MATCH ODDS',3.3,748.984773,20
'Silvio Bonatti','ASIAN HANDICAP',2.86,1962.476911,100
'Sony Luiz','ASIAN HANDICAP',3.02,748.984773,80
'Sony Luiz','ASIAN HANDICAP',2.71,748.984773,80
'Sony Luiz','ASIAN HANDICAP',2.77,1936.580709,80
'Radek Kovar','OVER / UNDER',3,748.984773,80
'Achille Piecheur','MATCH ODDS',3.43,748.984773,40
'Achille Piecheur','MATCH ODDS',2.1,748.984773,60
'Hubert Tisci','OVER / UNDER',2.45,1742.99262,40
'Radek Kovar','OVER / UNDER',3,748.984773,100
'Sony Luiz','ASIAN HANDICAP',2.84,748.984773,80
'Amar Sidran','ASIAN HANDICAP',3,748.984773,40
'Achille Piecheur','MATCH ODDS',2.05,748.984773,100
'Burke Ziobro','MATCH ODDS',2.77,748.984773,100
'Gabriel Elias','MATCH ODDS',3.3,748.984773,20
Bettingspaintips,'MATCH ODDS',1.78,1770.643224,80
'Hubert Tisci','OVER / UNDER',3.15,1786.726632,40
'Achille Piecheur','MATCH ODDS',1.7,748.984773,100
'Radek Kovar','OVER / UNDER',3.06,748.984773,100
'Anton Ebdon','MATCH ODDS',3.3,1715.260137,60
'Silvio Bonatti','ASIAN HANDICAP',2.96,1958.592553,100
'Sony Luiz','ASIAN HANDICAP',2.8,1979.678222,80
'Sony Luiz','ASIAN HANDICAP',3.05,1985.18581,80
'Sony Luiz','ASIAN HANDICAP',2.88,1979.414584,80
'Sony Luiz','ASIAN HANDICAP',2.97,1988.859374,80
'Achille Piecheur','MATCH ODDS',1.84,1770.624596,100
'Achille Piecheur','MATCH ODDS',1.85,1770.619829,100
'Anton Ebdon','MATCH ODDS',4.29,1737.241436,80
'Achille Piecheur','MATCH ODDS',1.5,1729.534588,100
'Anton Ebdon','MATCH ODDS',3,1740.391644,60
'Achille Piecheur','OVER / UNDER',2.57,1739.044809,100
'Achille Piecheur','OVER / UNDER',2.62,1761.049923,100
'Achille Piecheur','MATCH ODDS',2.25,1728.146418,100
'Sony Luiz','ASIAN HANDICAP',2.8,1936.392794,80
'Sony Luiz','ASIAN HANDICAP',2.78,1936.580709,80
'Sony Luiz','ASIAN HANDICAP',2.91,1988.5325,80
'Sony Luiz','ASIAN HANDICAP',2.74,1936.278752,80
'Achille Piecheur','OVER / UNDER',2.7,1767.418542,100
'Achille Piecheur','MATCH ODDS',2.1,1155.181998,100
'Gabriel Elias','MATCH ODDS',3.25,748.984773,20
'Radek Kovar','ASIAN HANDICAP',2.96,1209.806356,100
'Sony Luiz','ASIAN HANDICAP',2.86,1137.985376,100
'Sony Luiz','ASIAN HANDICAP',2.76,748.984773,100
'Achille Piecheur','OVER / UNDER',5,748.984773,100
'Achille Piecheur','MATCH ODDS',2,748.984773,100
'Gabriel Elias','MATCH ODDS',3.26,748.984773,20
'Hubert Tisci','OVER / UNDER',2.68,748.984773,60
'Sony Luiz','ASIAN HANDICAP',3,748.984773,100
'Anton Ebdon','ASIAN HANDICAP',3.69,748.984773,50
'Anton Ebdon','MATCH ODDS',2.72,748.984773,50
Bettingspaintips,'ASIAN HANDICAP',2.85,748.984773,80
'Ivan Kacic','ASIAN HANDICAP',2.98,2025.449242,100
'Achille Piecheur','MATCH ODDS',2.1,748.984773,100
'Silvio Bonatti','ASIAN HANDICAP',2.94,748.984773,100
'Achille Piecheur','OVER / UNDER',3.1,1696.856612,50
'Achille Piecheur','OVER / UNDER',3.15,1786.726632,50
'Achille Piecheur','OVER / UNDER',5,1754.13003,100
'Jorge Aragundy','ASIAN HANDICAP',2.79,2014.921851,70
'Jorge Aragundy','ASIAN HANDICAP',2.85,1967.892506,60
'Achille Piecheur','MATCH ODDS',1.83,1744.387475,100
'Achille Piecheur','MATCH ODDS',3.1,1470.346806,100
'Darijo Belic','MATCH ODDS',2.14,1159.541531,100
'Gabriel Elias','MATCH ODDS',3.41,1155.181998,30
'Hubert Tisci','MATCH ODDS',2.01,1159.541531,40
'Achille Piecheur','MATCH ODDS',1.85,1098.896498,100
'Silvio Bonatti','ASIAN HANDICAP',2.96,1958.592553,100
Bettingspaintips,'MATCH ODDS',1.85,1098.896498,80
'Gabriel Elias','MATCH ODDS',3.3,1155.181998,30
'Ivan Kacic','ASIAN HANDICAP',2.91,1277.416434,100
'Jeremy Price','MATCH ODDS',1.82,1098.896498,100
'Silvio Bonatti','ASIAN HANDICAP',2.9,1085.215009,100
'Silvio Bonatti','ASIAN HANDICAP',2.9,1081.255947,100
'Sony Luiz','ASIAN HANDICAP',2.7,1085.215009,80
'Darijo Belic','OVER / UNDER',3.02,1260.554986,100
'Gabriel Elias','MATCH ODDS',3.3,1155.181998,30
'Sony Luiz','ASIAN HANDICAP',2.96,1208.031579,80
'Sony Luiz','ASIAN HANDICAP',2.73,1081.255947,80
'Achille Piecheur','OVER / UNDER',3.1,1260.554986,100
'Darijo Belic','ASIAN HANDICAP',3.38,1336.601035,100
'Hubert Tisci','OVER / UNDER',2.8,1791.632695,60
'Sony Luiz','ASIAN HANDICAP',3.02,1207.512998,80
'Achille Piecheur','MATCH ODDS',1.53,1098.896498,100
'Achille Piecheur','OVER / UNDER',5.33,1260.554986,50
'Achille Piecheur','OVER / UNDER',3.25,1249.182251,50
Bettingspaintips,'ASIAN HANDICAP',2.83,1281.035978,80
Bettingspaintips,'ASIAN HANDICAP',3,1307.385485,80
'Hubert Tisci','ASIAN HANDICAP',2.68,1277.416434,40
'Gabriel Elias','MATCH ODDS',3.25,1155.181998,30
'Hubert Tisci','OVER / UNDER',3.06,1260.554986,60
'Silvio Bonatti','ASIAN HANDICAP',3.17,1153.076928,100
'Sony Luiz','ASIAN HANDICAP',3,1984.044452,100
'Achille Piecheur','OVER / UNDER',2.79,1768.690222,100
'Achille Piecheur','MATCH ODDS',1.91,1774.286217,80
'Achille Piecheur','OVER / UNDER',2.72,1766.707978,20
'Sony Luiz','ASIAN HANDICAP',3.16,1991.752611,100
'Achille Piecheur','MATCH ODDS',3.3,1715.260137,100
'Chris Tomas','MATCH ODDS',2.43,1751.695256,100
'Achille Piecheur','MATCH ODDS',2.05,1745.093406,100
Bettingspaintips,'OVER / UNDER',2.75,1768.601723,80
'Achille Piecheur','MATCH ODDS',2.05,219.694724,100
'Gabriel Elias','MATCH ODDS',1.65,1763.694791,30
'Silvio Bonatti','ASIAN HANDICAP',2.96,2423.383247,100
'Sony Luiz','ASIAN HANDICAP',2.93,2423.383247,100
Bettingspaintips,'ASIAN HANDICAP',2.85,1994.597224,80
'Gabriel Elias','MATCH ODDS',3.1,1715.279787,60
'Silvio Bonatti','ASIAN HANDICAP',3.04,1984.038524,100
'Silvio Bonatti','ASIAN HANDICAP',2.95,1947.943688,100
'Sony Luiz','ASIAN HANDICAP',2.85,1979.668917,100
'Sony Luiz','ASIAN HANDICAP',3.05,1985.18581,100
'Achille Piecheur','OVER / UNDER',2.84,1771.695382,100
Bettingspaintips,'ASIAN HANDICAP',3.05,2076.646337,80
'Gabriel Elias','MATCH ODDS',1.71,1765.861844,40
'Achille Piecheur','OVER / UNDER',2.67,1768.195122,100
'Anton Ebdon','MATCH ODDS',2.3,1726.184849,50
'Anton Ebdon','MATCH ODDS',4.59,1712.705652,80
Bettingspaintips,'ASIAN HANDICAP',3.09,2003.824083,80
'Hubert Tisci','OVER / UNDER',2.96,1795.754772,80
'Hubert Tisci','MATCH ODDS',2.09,1769.152743,80
'Silvio Bonatti','MATCH ODDS',2.11,1768.324738,100
'Silvio Bonatti','ASIAN HANDICAP',2.9,2005.544998,100
'Achille Piecheur','MATCH ODDS',2,1252.172191,100
'Sony Luiz','ASIAN HANDICAP',2.97,1448.622988,100
'Anton Ebdon','MATCH ODDS',3.3,1738.538178,60
'Sony Luiz','ASIAN HANDICAP',2.98,1985.740254,100
'Sony Luiz','ASIAN HANDICAP',3.11,1983.050444,100
'Achille Piecheur','MATCH ODDS',3.1,1192.693617,100
'Anton Ebdon','MATCH ODDS',2.1,1744.022408,50
'Achille Piecheur','MATCH ODDS',2.1,1744.022408,20
'Gabriel Elias','MATCH ODDS',3.3,1715.260137,60
'Sony Luiz','ASIAN HANDICAP',2.82,1992.595293,80
'Achille Piecheur','OVER / UNDER',2.45,1742.99262,100
'Anton Ebdon','MATCH ODDS',3.31,1715.260137,60
'Anton Ebdon','MATCH ODDS',3.34,1715.260137,60
'Anton Ebdon','MATCH ODDS',3.35,1715.260137,60
'Achille Piecheur','OVER / UNDER',3.19,1776.576847,100
'Robert Volkan','ASIAN HANDICAP',3.1,1983.496095,100
'Achille Piecheur','MATCH ODDS',1.5,219.694724,100
'Achille Piecheur','MATCH ODDS',2,1743.624389,20
'Jeremy Price','ASIAN HANDICAP',3.01,2064.151369,100
'Silvio Bonatti','ASIAN HANDICAP',2.98,1998.32801,100
'Silvio Bonatti','ASIAN HANDICAP',3.12,1958.555322,100
'Achille Piecheur','MATCH ODDS',1.79,1770.439308,100
'Chris Tomas','MATCH ODDS',1.91,1774.286217,100
'Radek Kovar','OVER / UNDER',2.89,1794.543475,100
'Radek Kovar','OVER / UNDER',2.98,447.48341,100
'Robert Volkan','ASIAN HANDICAP',3.1,875.05249,100
'Gabriel Elias','MATCH ODDS',2.15,1766.00466,30
'Achille Piecheur','MATCH ODDS',3.48,2041.164965,100
'Amar Sidran','ASIAN HANDICAP',2.88,2452.211804,50
'Anton Ebdon','MATCH ODDS',3.54,1514.987626,60
'Anton Ebdon','MATCH ODDS',3.93,2041.164965,80
'Chris Tomas','MATCH ODDS',2.38,1751.695256,100
'Christopher Silenos','MATCH ODDS',3.47,2041.164965,60
'Darijo Belic','MATCH ODDS',2,1769.94531,100
'Hubert Tisci','OVER / UNDER',2.8,1791.859882,60
'Sony Luiz','MATCH ODDS',2.05,1771.500188,100
'Sony Luiz','MATCH ODDS',2,2022.598273,100
'Silvio Bonatti','ASIAN HANDICAP',2.86,435.247487,100
'Silvio Bonatti','ASIAN HANDICAP',3.02,435.247487,100
'Silvio Bonatti','ASIAN HANDICAP',3.05,431.624188,100
'Simeone Tassini','MATCH ODDS',1.82,1770.783127,100
'Sony Luiz','MATCH ODDS',2.15,1767.648998,100
'Gabriel Elias','MATCH ODDS',3.45,1715.13114,60
'Simeone Tassini','MATCH ODDS',2.12,1769.863797,100
'Achille Piecheur','MATCH ODDS',3.29,297.471509,100
'Amar Sidran','ASIAN HANDICAP',3.06,1955.190679,50
'Christopher Silenos','MATCH ODDS',2.16,1765.190018,60
'Darijo Belic','MATCH ODDS',2.34,1753.098188,100
'Gabriel Elias','MATCH ODDS',2.13,1767.653357,80
'Hubert Tisci','OVER / UNDER',2.36,1717.935329,80
'Jeremy Price','ASIAN HANDICAP',2.92,1572.060869,100
'Anton Ebdon','MATCH ODDS',3.6,1715.13114,60
'Ivan Kacic','ASIAN HANDICAP',2.99,2074.617727,100
'Sony Luiz','MATCH ODDS',3.25,1715.260137,100
'Achille Piecheur','MATCH ODDS',3.31,1715.260137,100
Bettingspaintips,'MATCH ODDS',1.8,1769.143328,80
'Achille Piecheur','OVER / UNDER',2.6,1495.323285,100
'Anton Ebdon','MATCH ODDS',2.4,1312.985629,60
'Gabriel Elias','MATCH ODDS',3.3,1715.260137,60
'Simeone Tassini','MATCH ODDS',3.3,1715.260137,100
'Sony Luiz','MATCH ODDS',3.3,1715.260137,100
'Darijo Belic','MATCH ODDS',3.46,424.754817,100
'Hubert Tisci','OVER / UNDER',2.8,447.48341,80
'Radek Kovar','OVER / UNDER',2.88,447.48341,100
'Achille Piecheur','MATCH ODDS',3,1192.693617,100
'Sony Luiz','MATCH ODDS',3,1192.693617,100
'Gabriel Elias','MATCH ODDS',3.36,1715.260137,60
'Radek Kovar','ASIAN HANDICAP',3.09,2062.696608,100
'Anton Ebdon','MATCH ODDS',3,1740.391644,60
'Anton Ebdon','MATCH ODDS',2.25,1728.146418,50
'Achille Piecheur','MATCH ODDS',3,1715.427547,100
'Gabriel Elias','MATCH ODDS',3.05,1715.281486,60
'Anton Ebdon','MATCH ODDS',3.2,1192.693617,60
'Silvio Bonatti','ASIAN HANDICAP',3.2,1288.325052,100
'Achille Piecheur','MATCH ODDS',3.27,1715.260137,100
'Anton Ebdon','MATCH ODDS',3.6,1715.13114,70
'Achille Piecheur','MATCH ODDS',1.95,1442.585046,100
'Gabriel Elias','MATCH ODDS',3.1,1715.279787,60
'Sony Luiz','MATCH ODDS',3,1715.427547,100
'Sony Luiz','MATCH ODDS',2.95,1715.400731,100
'Chris Tomas','MATCH ODDS',2,1442.585046,40
'Sony Luiz','MATCH ODDS',3.4,1715.260137,100
'Achille Piecheur','MATCH ODDS',2.87,1338.856639,100
'Achille Piecheur','MATCH ODDS',3.71,1338.856639,100
'Achille Piecheur','OVER / UNDER',2.5,1736.552112,100
'Sony Luiz','MATCH ODDS',3.25,257.104679,100
'Achille Piecheur','MATCH ODDS',1.53,1728.780999,100
'Achille Piecheur','MATCH ODDS',2.05,219.694724,100
'Sony Luiz','MATCH ODDS',3.2,219.694724,100
'Achille Piecheur','MATCH ODDS',2.1,1744.022408,100
'Anton Ebdon','MATCH ODDS',3.37,1715.260137,60
'Silvio Bonatti','ASIAN HANDICAP',3.01,1996.632208,100
'Achille Piecheur','MATCH ODDS',1.95,1748.824162,100
'Anton Ebdon','MATCH ODDS',2.3,257.104679,50
'Achille Piecheur','MATCH ODDS',1.85,1770.619829,100
'Anton Ebdon','MATCH ODDS',3.33,1715.260137,60
'Christopher Silenos','MATCH ODDS',2.32,1751.45385,60
'Gabriel Elias','MATCH ODDS',3.35,1715.260137,80
'Gabriel Elias','MATCH ODDS',3.61,1715.13114,80
'Gabriel Elias','MATCH ODDS',2.31,1751.45385,80
'Silvio Bonatti','ASIAN HANDICAP',2.88,1963.43125,100
'Achille Piecheur','MATCH ODDS',3.52,1715.13114,100
'Anton Ebdon','MATCH ODDS',4.33,219.694724,80
'Chris Tomas','MATCH ODDS',2.5,1751.668664,100
'Hubert Tisci','OVER / UNDER',3.12,1766.24731,60
'Jason Mills','MATCH ODDS',4.38,1737.233046,60
'Radek Kovar','OVER / UNDER',2.9,1794.382289,100
'Sony Luiz','MATCH ODDS',3.1,219.694724,100
'Jeremy Price','ASIAN HANDICAP',3.1,1983.496095,100
'Radek Kovar','ASIAN HANDICAP',2.9,431.624188,100
'Sony Luiz','MATCH ODDS',3,1715.427547,100
'Achille Piecheur','MATCH ODDS',1.45,2022.598273,100
'Anton Ebdon','MATCH ODDS',3.89,1712.721979,70
'Daniel Larsen','ASIAN HANDICAP',2.92,2536.645107,80
'Gabriel Elias','MATCH ODDS',3.42,1715.260137,60
'Silvio Bonatti','ASIAN HANDICAP',2.9,1946.199761,100
'Achille Piecheur','MATCH ODDS',3.25,1715.260137,100
'Christopher Silenos','MATCH ODDS',2.62,1740.824578,60
'Christopher Silenos','MATCH ODDS',3.86,1712.721979,60
'Gabriel Elias','MATCH ODDS',1.98,1771.378116,80
'Radek Kovar','OVER / UNDER',2.83,1807.426675,100
'Silvio Bonatti','ASIAN HANDICAP',3.09,1954.798217,100
'Silvio Bonatti','ASIAN HANDICAP',2.98,1998.32801,100
'Anton Ebdon','MATCH ODDS',3.48,1738.409181,60
'Anton Ebdon','ASIAN HANDICAP',4.67,207.67219,60
'Gabriel Elias','MATCH ODDS',3.34,219.694724,40
'Gabriel Elias','MATCH ODDS',3.3,1715.260137,20
'Achille Piecheur','MATCH ODDS',3.33,219.694724,100
'Hubert Tisci','ASIAN HANDICAP',2.7,2012.893705,80
'Ivan Kacic','ASIAN HANDICAP',2.85,2022.899181,100
'Jason Mills','MATCH ODDS',6,1735.628795,60
'Jason Mills','MATCH ODDS',1.7,1766.022708,60
'Silvio Bonatti','ASIAN HANDICAP',3.09,1997.819894,100
'Gabriel Elias','MATCH ODDS',3.12,1715.279787,60
'Sony Luiz','MATCH ODDS',2.88,1715.400731,80
'Achille Piecheur','MATCH ODDS',3,1192.693617,100
'Sony Luiz','MATCH ODDS',2.95,1715.400731,80
'Sony Luiz','MATCH ODDS',3,1192.693617,80
'Achille Piecheur','MATCH ODDS',3.3,1715.260137,100
'Anton Ebdon','MATCH ODDS',3.25,1715.260137,60
'Anton Ebdon','MATCH ODDS',3.21,1715.279787,60
'Anton Ebdon','MATCH ODDS',3.34,1715.260137,60
'Gabriel Elias','MATCH ODDS',3.2,1715.279787,60
'Hubert Tisci','OVER / UNDER',2.78,1768.601723,80
'Jorge Aragundy','OVER / UNDER',3.05,1751.538448,50
'Radek Kovar','OVER / UNDER',2.96,1794.682007,100
'Sony Luiz','MATCH ODDS',3.2,1715.279787,80
'Achille Piecheur','MATCH ODDS',3.17,1192.693617,100
'Anton Ebdon','MATCH ODDS',3.32,1715.260137,70
'Gabriel Elias','MATCH ODDS',3.32,1715.260137,60
'Sony Luiz','MATCH ODDS',3.2,1715.279787,80
'Achille Piecheur','OVER / UNDER',4.4,1497.811551,100
'Hubert Tisci','OVER / UNDER',2.48,1741.184482,60
'Jorge Aragundy','ASIAN HANDICAP',2.9,2001.168885,50
'Sony Luiz','MATCH ODDS',3,1715.427547,80
'Achille Piecheur','MATCH ODDS',2.85,1338.856639,100
'Gabriel Elias','MATCH ODDS',3.3,1715.260137,40
'Jason Mills','MATCH ODDS',2.8,1338.856639,60
'Achille Piecheur','MATCH ODDS',3.4,1715.260137,100
'Gabriel Elias','MATCH ODDS',3.4,1715.260137,60
'Achille Piecheur','MATCH ODDS',3.3,1715.260137,100
'Achille Piecheur','MATCH ODDS',3.1,423.464498,100
'Achille Piecheur','MATCH ODDS',3.2,423.464498,100
'Achille Piecheur','MATCH ODDS',3.2,423.464498,100
'Achille Piecheur','MATCH ODDS',3.4,423.464498,100
'Sony Luiz','MATCH ODDS',3.25,1715.260137,100
'Anton Ebdon','MATCH ODDS',2.5,877.268966,50
'Sony Luiz','MATCH ODDS',3.3,883.597984,100
'Achille Piecheur','MATCH ODDS',3.2,423.464498,100
'Sony Luiz','MATCH ODDS',3.3,297.471509,100
'Burke Ziobro','ASIAN HANDICAP',3.4,1944.583777,100
'Burke Ziobro','MATCH ODDS',3.5,2041.164965,80
'Sony Luiz','MATCH ODDS',3.4,2041.164965,100
'Gabriel Elias','MATCH ODDS',3.29,1715.260137,80
'Neil Baxter','MATCH ODDS',2.1,1770.462993,100
'Sony Luiz','MATCH ODDS',2.05,1771.500188,100
'Achille Piecheur','MATCH ODDS',3.34,1715.260137,100
'Jason Mills','MATCH ODDS',5.59,1735.641372,60
'Sony Luiz','MATCH ODDS',3.15,1715.279787,100
'Hubert Tisci','MATCH ODDS',1.33,1662.658023,80
'Silvio Bonatti','ASIAN HANDICAP',3.16,2017.452874,100
'Achille Piecheur','MATCH ODDS',3.34,1715.260137,100
'Sony Luiz','MATCH ODDS',3.2,1715.279787,100
'Achille Piecheur','OVER / UNDER',3.5,1136.240633,100
'Jason Mills','MATCH ODDS',1.75,1398.082164,60
'Achille Piecheur','OVER / UNDER',2.4,1726.161595,100
'Hubert Tisci','MATCH ODDS',1.05,1541.001356,100
'Jeremy Price','ASIAN HANDICAP',3.19,1940.77092,100
'Silvio Bonatti','ASIAN HANDICAP',3,1953.759189,100
'Sony Luiz','MATCH ODDS',3.3,1715.260137,100
'Achille Piecheur','MATCH ODDS',3.39,748.984773,100
'Amar Sidran','ASIAN HANDICAP',2.93,748.984773,60
'Anton Ebdon','MATCH ODDS',3.39,748.984773,70
'Darijo Belic','OVER / UNDER',2.8,1768.928773,100
'Sony Luiz','MATCH ODDS',3.25,748.984773,100
'Achille Piecheur','MATCH ODDS',3.3,1715.260137,100
'Hubert Tisci','OVER / UNDER',2.36,1717.935329,80
'Sony Luiz','MATCH ODDS',3.3,1715.260137,100
'Achille Piecheur','MATCH ODDS',1.93,748.984773,100
'Burke Ziobro','ASIAN HANDICAP',3.53,748.984773,100
'Radek Kovar','OVER / UNDER',2.81,748.984773,100
'Sony Luiz','MATCH ODDS',3.5,1715.13114,100
'Anton Ebdon','MATCH ODDS',4.2,1712.714041,80
'Anton Ebdon','MATCH ODDS',3.2,1740.243885,60
'Radek Kovar','OVER / UNDER',2.86,1783.331687,100
'Silvio Bonatti','ASIAN HANDICAP',2.98,2003.668709,100
'Achille Piecheur','MATCH ODDS',2.1,1744.022408,100
'Sony Luiz','MATCH ODDS',3.27,1715.260137,100
'Sony Luiz','MATCH ODDS',3.05,1715.281486,100
'Sony Luiz','MATCH ODDS',3.4,1715.260137,100
'Sony Luiz','MATCH ODDS',3.1,1715.279787,100
'Achille Piecheur','OVER / UNDER',3.07,1697.501934,100
'Achille Piecheur','MATCH ODDS',13,1712.685849,80
'Sony Luiz','MATCH ODDS',3.3,1715.260137,100
'Ivan Kacic','MATCH ODDS',2,1768.300972,100
'Darijo Belic','ASIAN HANDICAP',2.94,2078.129704,100
'Hubert Tisci','OVER / UNDER',2.17,1576.858515,100
'Gabriel Elias','MATCH ODDS',3.25,748.984773,20
'Amar Sidran','ASIAN HANDICAP',2.93,748.984773,60
'Jeremy Price','ASIAN HANDICAP',2.87,1976.374036,100
'Hubert Tisci','ASIAN HANDICAP',2.68,748.984773,60
'Silvio Bonatti','MATCH ODDS',2.25,1753.609423,100
'Sony Luiz','MATCH ODDS',3,1715.427547,100
'Sony Luiz','MATCH ODDS',2.8,1715.402929,100
'Hubert Tisci','ASIAN HANDICAP',2.81,748.984773,60
'Neil Baxter','ASIAN HANDICAP',3.2,748.984773,100
'Amar Sidran','ASIAN HANDICAP',2.88,748.984773,60
'Anton Ebdon','MATCH ODDS',2.3,748.984773,50
'Anton Ebdon','MATCH ODDS',3.63,748.984773,80
'Gabriel Elias','MATCH ODDS',3.41,748.984773,20
'Silvio Bonatti','ASIAN HANDICAP',3.14,748.984773,100
'Achille Piecheur','MATCH ODDS',3.64,748.984773,100
'Hubert Tisci','OVER / UNDER',2.9,748.984773,80
'Sony Luiz','MATCH ODDS',3.6,1715.13114,100
'Achille Piecheur','OVER / UNDER',3.49,1401.400758,100
'Anton Ebdon','MATCH ODDS',3.6,1470.346806,70
'Jason Mills','MATCH ODDS',1.76,1461.402604,60
'Chris Tomas','MATCH ODDS',2.41,1753.360257,100
'Achille Piecheur','MATCH ODDS',1.94,1774.584509,100
'Silvio Bonatti','ASIAN HANDICAP',2.94,2000.906942,100
'Sony Luiz','MATCH ODDS',1.81,1770.783127,80
'Sony Luiz','MATCH ODDS',3.4,1715.260137,100
Bettingspaintips,'MATCH ODDS',1.75,1098.896498,80
'Gabriel Elias','MATCH ODDS',3.29,1155.181998,30
'Gabriel Elias','MATCH ODDS',3.3,1155.181998,30
'Achille Piecheur','OVER / UNDER',4.1,1260.554986,100
'Chris Tomas','ASIAN HANDICAP',2.98,1153.076928,100
'Hubert Tisci','ASIAN HANDICAP',2.44,1234.983826,100
'Hubert Tisci','OVER / UNDER',2.72,1204.989929,100
'Jason Mills','MATCH ODDS',2.7,1159.541531,60
'Silvio Bonatti','ASIAN HANDICAP',2.91,1229.547506,100
'Gabriel Elias','MATCH ODDS',3.31,1155.181998,30
'Neil Baxter','MATCH ODDS',2.1,1159.541531,100
'Sony Luiz','ASIAN HANDICAP',2.82,1137.985376,100
'Achille Piecheur','MATCH ODDS',2.45,1162.117321,100
'Anton Ebdon','MATCH ODDS',3.54,1155.181998,70
'Burke Ziobro','MATCH ODDS',2.29,1162.117321,100
'Burke Ziobro','MATCH ODDS',2.9,1162.117321,100
'Chris Tomas','MATCH ODDS',1.95,1162.117321,100
'Jason Mills','MATCH ODDS',4,1159.541531,60
'Sony Luiz','ASIAN HANDICAP',2.72,1081.255947,100
'Darijo Belic','MATCH ODDS',1.81,1101.472288,100
'Silvio Bonatti','ASIAN HANDICAP',3.01,1301.887068,100
'Gabriel Elias','ASIAN HANDICAP',2.82,1281.035978,40
'Achille Piecheur','MATCH ODDS',2.1,1159.541531,100
'Neil Baxter','MATCH ODDS',2.15,1159.541531,100
Bettingspaintips,'ASIAN HANDICAP',2.88,1937.033215,80
'Achille Piecheur','MATCH ODDS',2.2,1730.59057,100
'Silvio Bonatti','ASIAN HANDICAP',3.08,2023.23745,100
'Amar Sidran','ASIAN HANDICAP',3.01,1307.385485,60
Bettingspaintips,'ASIAN HANDICAP',2.75,1229.547506,80
'Hubert Tisci','ASIAN HANDICAP',2.74,1229.547506,80
'Achille Piecheur','MATCH ODDS',3.11,1715.279787,100
'Achille Piecheur','MATCH ODDS',3.67,1715.13114,100
'Gabriel Elias','MATCH ODDS',3.61,1715.13114,60
'Anton Ebdon','MATCH ODDS',3.1,1740.243885,60
'Gabriel Elias','MATCH ODDS',3.25,1715.260137,80
'Gabriel Elias','MATCH ODDS',3.4,219.694724,40
'Silvio Bonatti','ASIAN HANDICAP',3.13,1951.71659,100
'Anton Ebdon','MATCH ODDS',3.8,1736.00002,70
'Anton Ebdon','MATCH ODDS',3.55,1715.13114,70
'Darijo Belic','MATCH ODDS',1.8,1770.787666,100
'Gabriel Elias','MATCH ODDS',1.7,1766.022708,80
'Gabriel Elias','MATCH ODDS',2.29,1754.075959,80
'Hubert Tisci','OVER / UNDER',3.45,1772.176942,60
'Jeremy Price','ASIAN HANDICAP',3.11,1943.26468,100
'Silvio Bonatti','ASIAN HANDICAP',3.04,2001.504447,100
'Silvio Bonatti','ASIAN HANDICAP',3,1942.997099,100
'Achille Piecheur','MATCH ODDS',2.25,1755.253761,100
'Anton Ebdon','MATCH ODDS',3.47,1715.13114,60
'Anton Ebdon','MATCH ODDS',3.06,1715.281486,60
'Gabriel Elias','MATCH ODDS',3.1,1715.279787,80
'Jason Mills','MATCH ODDS',3.05,1738.54091,60
'Jeremy Price','ASIAN HANDICAP',3.19,2009.515006,100
'Silvio Bonatti','ASIAN HANDICAP',3.26,1981.773186,100
'Sony Luiz','MATCH ODDS',3,1715.427547,80
'Sony Luiz','MATCH ODDS',2.97,1715.400731,80
'Sony Luiz','MATCH ODDS',3.1,1715.279787,80
'Sony Luiz','MATCH ODDS',3,1715.427547,80
'Achille Piecheur','MATCH ODDS',1.73,1763.846462,100
'Anton Ebdon','MATCH ODDS',2.71,1738.728526,60
'Burke Ziobro','MATCH ODDS',3.35,297.471509,100
'Hubert Tisci','ASIAN HANDICAP',2.83,2021.526356,40
'Silvio Bonatti','OVER / UNDER',3.03,1749.775774,100
'Achille Piecheur','MATCH ODDS',2.05,210.02033,100
'Anton Ebdon','MATCH ODDS',2.25,1728.146418,50
'Anton Ebdon','MATCH ODDS',3.4,210.02033,70
'Gabriel Elias','MATCH ODDS',3.4,210.02033,40
Bettingspaintips,'ASIAN HANDICAP',2.88,2021.561947,80
'Silvio Bonatti','ASIAN HANDICAP',2.82,1947.391547,100
