@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-1

@attribute TypeOfBet {'ASIAN HANDICAP','MATCH ODDS','OVER UNDER'}
@attribute Odds numeric
@attribute Liquidity numeric

@data
'ASIAN HANDICAP',1.79,1897.58518
'ASIAN HANDICAP',1.92,1636.433034
'OVER UNDER',2.05,1614.924552
'OVER UNDER',1.9,1711.605802
'ASIAN HANDICAP',1.87,1042.554606
'MATCH ODDS',3.57,780.38987
'ASIAN HANDICAP',2.32,1977.800543
'OVER UNDER',1.83,1407.729821
'ASIAN HANDICAP',2.33,1582.868175
'ASIAN HANDICAP',1.85,1357.257766
'MATCH ODDS',11.8,1160.693111
'ASIAN HANDICAP',2.21,1656.987059
'ASIAN HANDICAP',2.21,1584.508726
'MATCH ODDS',2.01,1431.098576
'ASIAN HANDICAP',1.98,1409.76177
'ASIAN HANDICAP',1.95,1255.282791
'OVER UNDER',1.6,1054.20252
'OVER UNDER',1.88,1794.948869
'ASIAN HANDICAP',2.16,2056.261565
'MATCH ODDS',2.32,1753.098188
'MATCH ODDS',1.8,1738.201633
'OVER UNDER',2.19,1039.786396
'ASIAN HANDICAP',2,1984.044452
'MATCH ODDS',2.14,1054.548569
'OVER UNDER',1.89,1772.034831
'OVER UNDER',2.04,1766.398025
'ASIAN HANDICAP',2.12,1935.632812
'ASIAN HANDICAP',1.71,1841.730898
'ASIAN HANDICAP',1.98,1953.917664
'MATCH ODDS',2,538.536491
'OVER UNDER',1.75,1728.088119
'ASIAN HANDICAP',1.83,1292.781625
'ASIAN HANDICAP',2.05,1507.871256
'ASIAN HANDICAP',1.89,2066.010105
'ASIAN HANDICAP',1.89,2066.010105
'OVER UNDER',1.99,1628.302695
'ASIAN HANDICAP',2.33,1880.647995
'MATCH ODDS',6.34,693.572906
'ASIAN HANDICAP',1.94,931.795606
'OVER UNDER',1.8,1807.280167
'ASIAN HANDICAP',1.92,1983.556545
'ASIAN HANDICAP',1.96,966.861199
'OVER UNDER',2.3,1221.746392
'ASIAN HANDICAP',1.81,1028.031049
'OVER UNDER',2.11,882.123359
'ASIAN HANDICAP',2.06,1974.716508
'MATCH ODDS',2,1033.651044
'MATCH ODDS',2.05,1719.720302
'OVER UNDER',1.88,1645.510293
'MATCH ODDS',2.5,1754.013223
'OVER UNDER',2.04,1415.538622
'MATCH ODDS',1.73,1010.984683
'ASIAN HANDICAP',1.81,1909.349451
'MATCH ODDS',3.67,1091.590343
'ASIAN HANDICAP',2.36,1155.261485
'OVER UNDER',2.8,983.501255
'OVER UNDER',2.1,1048.485895
'ASIAN HANDICAP',2.34,1152.065387
'MATCH ODDS',2.98,1003.995464
'ASIAN HANDICAP',2.09,1163.804156
'ASIAN HANDICAP',1.83,1232.121186
'OVER UNDER',1.78,869.088691
'OVER UNDER',1.8,850.133362
'ASIAN HANDICAP',1.86,2075.359971
'ASIAN HANDICAP',2.12,1951.816551
'MATCH ODDS',1.77,1159.960444
'OVER UNDER',2.42,1717.70303
'OVER UNDER',1.87,1773.000675
'ASIAN HANDICAP',2.07,1310.91112
'ASIAN HANDICAP',2.01,1996.632208
'ASIAN HANDICAP',1.81,2071.210356
'ASIAN HANDICAP',1.87,1934.513197
'ASIAN HANDICAP',1.93,2070.465306
'MATCH ODDS',2,1770.716636
'OVER UNDER',1.91,1762.809723
'MATCH ODDS',1.94,622.619966
'MATCH ODDS',1.85,538.425312
'MATCH ODDS',5,1679.854512
'OVER UNDER',2.04,1756.995683
'ASIAN HANDICAP',1.79,2027.33082
'OVER UNDER',2.27,1730.121393
'OVER UNDER',1.93,1667.716657
'OVER UNDER',1.95,1794.466766
'OVER UNDER',1.8,1029.130839
'OVER UNDER',1.86,1763.750146
'ASIAN HANDICAP',1.9,1989.565463
'OVER UNDER',1.76,1600.922621
'ASIAN HANDICAP',1.89,1504.816455
'ASIAN HANDICAP',1.88,2076.137095
'MATCH ODDS',4.1,1704.73595
'ASIAN HANDICAP',2.16,1538.919325
'MATCH ODDS',1.85,1014.115927
'ASIAN HANDICAP',1.79,1882.972417
'OVER UNDER',2,1351.983151
'ASIAN HANDICAP',2.01,1633.767336
'MATCH ODDS',3.8,997.140068
'MATCH ODDS',2,1015.656018
'ASIAN HANDICAP',1.89,1929.333966
'ASIAN HANDICAP',1.81,1164.229931
'MATCH ODDS',1.83,874.845831
'MATCH ODDS',2.8,1738.690395
'ASIAN HANDICAP',1.84,1213.853674
'MATCH ODDS',3,1740.391644
'MATCH ODDS',2.4,977.432042
'ASIAN HANDICAP',1.71,1084.385544
'OVER UNDER',1.72,1789.728762
'ASIAN HANDICAP',1.98,1985.740254
'OVER UNDER',1.8,1621.147011
'ASIAN HANDICAP',1.95,1932.699317
'ASIAN HANDICAP',2,1996.632208
'ASIAN HANDICAP',1.88,2061.990003
'ASIAN HANDICAP',2.23,1412.827446
'OVER UNDER',1.72,1747.605329
'ASIAN HANDICAP',1.81,1266.746513
'MATCH ODDS',2,1604.53072
'MATCH ODDS',2,1766.499359
'OVER UNDER',1.66,1759.553139
'MATCH ODDS',1.82,1773.06178
'MATCH ODDS',10,1702.409902
'MATCH ODDS',2.2,1722.989188
'MATCH ODDS',1.5,1727.890249
'MATCH ODDS',2,1769.94531
'ASIAN HANDICAP',2.28,1920.789215
'MATCH ODDS',2.1,1738.17443
'MATCH ODDS',1.8,1773.066319
'OVER UNDER',1.76,1765.210685
'MATCH ODDS',2,1294.560751
'ASIAN HANDICAP',1.76,1384.23419
'MATCH ODDS',7.5,1687.297791
'MATCH ODDS',7.5,1586.09429
'ASIAN HANDICAP',2.12,2002.939065
'ASIAN HANDICAP',1.92,1976.695226
'OVER UNDER',2.08,1633.439921
'ASIAN HANDICAP',1.99,1673.510269
'OVER UNDER',2.25,1024.683441
'ASIAN HANDICAP',1.87,1288.203246
'ASIAN HANDICAP',2.15,1279.537732
'ASIAN HANDICAP',1.96,2001.44713
'MATCH ODDS',10.52,1013.665343
'ASIAN HANDICAP',2.12,2061.13262
'OVER UNDER',1.99,1074.481238
'ASIAN HANDICAP',1.94,1256.417106
'ASIAN HANDICAP',1.78,1417.38981
'ASIAN HANDICAP',1.98,1999.000609
'OVER UNDER',1.92,1777.029304
'ASIAN HANDICAP',2.16,1544.271845
'OVER UNDER',1.88,1061.764187
'ASIAN HANDICAP',1.98,2012.997455
'MATCH ODDS',1.72,1763.890887
'OVER UNDER',1.64,1759.649956
'ASIAN HANDICAP',1.89,1868.601299
'ASIAN HANDICAP',1.71,1924.197123
'ASIAN HANDICAP',2.13,2023.375205
'OVER UNDER',1.95,1778.961486
'ASIAN HANDICAP',2,2027.514806
'ASIAN HANDICAP',1.96,1925.953982
'ASIAN HANDICAP',1.92,2008.130609
'OVER UNDER',1.91,1762.826795
'ASIAN HANDICAP',1.82,2085.210567
'MATCH ODDS',1.9,878.894911
'MATCH ODDS',1.7,1766.022708
'ASIAN HANDICAP',2.08,1255.29424
'ASIAN HANDICAP',1.93,1912.099608
'ASIAN HANDICAP',1.93,1912.099608
'MATCH ODDS',1.8,511.870605
'ASIAN HANDICAP',1.76,2031.974041
'MATCH ODDS',1.91,1770.840265
'ASIAN HANDICAP',1.99,1126.677561
'OVER UNDER',2.89,932.527885
'ASIAN HANDICAP',1.79,1301.948915
'MATCH ODDS',2.62,1000.615357
'ASIAN HANDICAP',1.96,1066.689917
'ASIAN HANDICAP',1.75,2062.449876
'MATCH ODDS',2.26,928.947317
'ASIAN HANDICAP',2.17,1938.07345
'ASIAN HANDICAP',9.27,933.547936
'ASIAN HANDICAP',4.15,933.583164
'MATCH ODDS',2.45,642.115556
'MATCH ODDS',1.8,640.438189
'MATCH ODDS',1.8,640.438189
'ASIAN HANDICAP',1.71,1924.197123
'MATCH ODDS',2.34,913.576303
'ASIAN HANDICAP',1.84,1948.901298
'ASIAN HANDICAP',2,1288.047842
'MATCH ODDS',1.85,878.915678
'ASIAN HANDICAP',1.93,1463.486682
'ASIAN HANDICAP',1.91,2078.475276
'MATCH ODDS',2.05,914.159308
'MATCH ODDS',2.05,914.159308
'MATCH ODDS',2,913.890432
'OVER UNDER',1.64,1775.591262
'ASIAN HANDICAP',2.76,1994.584609
'MATCH ODDS',5.33,1017.852527
'ASIAN HANDICAP',2.49,1336.733579
'ASIAN HANDICAP',1.86,1235.958409
'OVER UNDER',1.69,1774.596087
'OVER UNDER',1.78,1242.396967
'MATCH ODDS',3.42,1367.118738
'ASIAN HANDICAP',2,2030.661653
'OVER UNDER',1.87,1740.130108
'ASIAN HANDICAP',1.89,1564.737031
'ASIAN HANDICAP',1.72,1259.311426
'ASIAN HANDICAP',2.04,1686.085519
'ASIAN HANDICAP',2.01,1702.6984
'ASIAN HANDICAP',1.97,1377.431884
'ASIAN HANDICAP',1.92,1216.23483
'ASIAN HANDICAP',1.99,1871.791001
'ASIAN HANDICAP',1.69,826.307509
'OVER UNDER',2.09,1414.734104
'ASIAN HANDICAP',1.94,1255.401113
'OVER UNDER',1.96,1030.077466
'MATCH ODDS',10.79,1013.665343
'ASIAN HANDICAP',2.04,743.972642
'MATCH ODDS',4.04,1685.700167
'ASIAN HANDICAP',1.83,1883.600539
'ASIAN HANDICAP',1.96,1221.659648
'OVER UNDER',1.62,1729.17056
'ASIAN HANDICAP',2.03,1880.168673
'ASIAN HANDICAP',1.8,1992.599832
'MATCH ODDS',1.8,1021.578351
'OVER UNDER',2,1664.949002
'OVER UNDER',1.86,1762.537882
'OVER UNDER',1.91,1723.752385
'OVER UNDER',2.12,1551.748027
'ASIAN HANDICAP',1.99,2019.547436
'ASIAN HANDICAP',1.91,1957.599891
'ASIAN HANDICAP',2.03,1885.416464
'ASIAN HANDICAP',2,1885.428295
'OVER UNDER',2.69,1527.935564
'ASIAN HANDICAP',2.2,1858.842282
'MATCH ODDS',2.01,1769.94531
'MATCH ODDS',2.01,1769.94531
'MATCH ODDS',1.95,1775.758658
'MATCH ODDS',2.15,1767.648998
'MATCH ODDS',6,1660.776632
'MATCH ODDS',9.4,1687.297791
'ASIAN HANDICAP',1.87,1043.81365
'ASIAN HANDICAP',1.89,1912.034271
'MATCH ODDS',1.92,1774.118741
'MATCH ODDS',1.87,1771.073127
'ASIAN HANDICAP',2.74,1961.817452
'ASIAN HANDICAP',1.93,1912.099608
'ASIAN HANDICAP',2.04,1883.20926
'OVER UNDER',1.81,1576.939201
'OVER UNDER',2.09,1666.980542
'ASIAN HANDICAP',2.17,1645.176543
'OVER UNDER',2,1399.681211
'ASIAN HANDICAP',2.06,1174.190521
'ASIAN HANDICAP',1.95,1957.126369
'OVER UNDER',1.91,1700.78998
'ASIAN HANDICAP',2.72,692.891058
'MATCH ODDS',2.15,1034.60799
'OVER UNDER',2.1,1576.291793
'MATCH ODDS',10.43,1735.628795
'ASIAN HANDICAP',1.89,2072.466128
'MATCH ODDS',3.68,1712.721979
'ASIAN HANDICAP',1.86,1876.850958
'OVER UNDER',1.96,1755.235967
'ASIAN HANDICAP',1.83,1156.05889
'OVER UNDER',1.83,642.27031
'MATCH ODDS',1.91,1297.429038
'MATCH ODDS',1.81,570.484696
'MATCH ODDS',1.72,1417.634172
'ASIAN HANDICAP',1.95,1683.346944
'ASIAN HANDICAP',1.98,1852.115221
'OVER UNDER',1.87,1794.948869
'ASIAN HANDICAP',2.32,1162.838825
'ASIAN HANDICAP',1.88,1166.642795
'ASIAN HANDICAP',1.96,1285.663023
'OVER UNDER',1.8,1193.913753
'ASIAN HANDICAP',1.81,1421.576486
'OVER UNDER',1.9,1794.804755
'ASIAN HANDICAP',1.89,2061.025373
'MATCH ODDS',3.22,884.782849
'MATCH ODDS',1.8,1605.196466
'ASIAN HANDICAP',1.84,1978.389059
'OVER UNDER',2.06,1789.444426
'MATCH ODDS',2.61,883.824006
'ASIAN HANDICAP',2.23,1067.986952
'ASIAN HANDICAP',1.82,1903.262389
'OVER UNDER',2.1,1639.963341
'ASIAN HANDICAP',2.67,1255.367495
'ASIAN HANDICAP',3.15,1030.2401
'ASIAN HANDICAP',1.93,1161.334694
'ASIAN HANDICAP',2.12,1027.286037
'ASIAN HANDICAP',2.28,893.188403
'ASIAN HANDICAP',1.81,1903.216323
'MATCH ODDS',3.55,1547.876989
'MATCH ODDS',1.92,623.672169
'ASIAN HANDICAP',2.18,1877.610205
'ASIAN HANDICAP',1.85,2023.961016
'OVER UNDER',2.17,1516.688754
'OVER UNDER',1.9,1324.344332
'ASIAN HANDICAP',1.85,2023.40382
'ASIAN HANDICAP',1.83,2075.248244
'ASIAN HANDICAP',2,1984.485626
'MATCH ODDS',4.64,1006.211258
'ASIAN HANDICAP',1.84,2069.437068
'OVER UNDER',1.88,1783.805504
'MATCH ODDS',5.5,1702.42248
'OVER UNDER',4.08,1688.846866
'OVER UNDER',2.62,1693.722407
'OVER UNDER',1.81,1719.927486
'ASIAN HANDICAP',2.03,1914.127286
'MATCH ODDS',1.85,1041.198536
'ASIAN HANDICAP',1.83,1903.262389
'MATCH ODDS',1.82,1041.137134
'MATCH ODDS',1.81,1716.149087
'MATCH ODDS',1.85,1029.715112
'OVER UNDER',1.86,1754.684844
'MATCH ODDS',2.25,1720.656591
'OVER UNDER',1.91,1633.586743
'OVER UNDER',1.94,1027.616431
'ASIAN HANDICAP',2.03,1933.723073
'ASIAN HANDICAP',1.77,1449.679547
'ASIAN HANDICAP',2.08,1907.880476
'OVER UNDER',1.92,1262.765819
'ASIAN HANDICAP',1.95,1799.705201
'OVER UNDER',1.8,1317.453074
'MATCH ODDS',2.4,1753.360257
'ASIAN HANDICAP',2.01,1885.428295
'MATCH ODDS',1.95,1771.54138
'OVER UNDER',1.9,1726.278917
'ASIAN HANDICAP',1.88,2027.374579
'ASIAN HANDICAP',2.26,1864.85425
'MATCH ODDS',2.1,1613.36134
'ASIAN HANDICAP',1.74,1043.998969
'MATCH ODDS',2.5,915.53107
'MATCH ODDS',1.82,915.050201
'OVER UNDER',1.75,1615.885756
'OVER UNDER',2.06,1089.398278
'ASIAN HANDICAP',1.86,2071.371075
'MATCH ODDS',1.96,1018.507201
'MATCH ODDS',1.66,1763.694791
'ASIAN HANDICAP',3.77,1902.891733
'MATCH ODDS',3.17,1738.539212
'ASIAN HANDICAP',2.04,1907.699686
'ASIAN HANDICAP',1.95,1779.819968
'ASIAN HANDICAP',1.81,1831.467104
'MATCH ODDS',2.46,1293.085333
'ASIAN HANDICAP',2.1,1547.288902
'ASIAN HANDICAP',1.85,1444.959056
'MATCH ODDS',5.29,1017.852527
'OVER UNDER',2,888.028638
'ASIAN HANDICAP',1.88,1235.958409
'OVER UNDER',1.9,1057.251619
'MATCH ODDS',3.65,925.229301
'ASIAN HANDICAP',1.91,1243.425314
'OVER UNDER',1.83,1761.64813
'OVER UNDER',2.01,1766.786719
'MATCH ODDS',7.08,1735.628795
'ASIAN HANDICAP',2.15,1999.463417
'ASIAN HANDICAP',1.83,1747.798286
'MATCH ODDS',2.39,1023.331159
'ASIAN HANDICAP',1.72,1150.136615
'ASIAN HANDICAP',1.83,1987.193532
'OVER UNDER',1.82,1545.623469
'ASIAN HANDICAP',1.83,1859.779768
'OVER UNDER',1.96,1754.895332
'ASIAN HANDICAP',1.8,2031.228015
'MATCH ODDS',3.2,1708.044374
'ASIAN HANDICAP',2.1,2062.36252
'MATCH ODDS',2.25,1723.00285
'ASIAN HANDICAP',2.21,1935.833645
'ASIAN HANDICAP',1.9,2028.933036
'ASIAN HANDICAP',2.23,1950.602772
'ASIAN HANDICAP',1.85,2022.899181
'ASIAN HANDICAP',1.83,1992.595293
'MATCH ODDS',1.8,1770.787666
'OVER UNDER',13,1599.601264
'MATCH ODDS',1.74,1712.574423
'MATCH ODDS',3.8,1545.467828
'MATCH ODDS',3.74,1586.58574
'MATCH ODDS',2.82,1589.016689
'MATCH ODDS',1.86,989.301997
'ASIAN HANDICAP',1.99,1758.810321
'ASIAN HANDICAP',1.8,1476.062015
'MATCH ODDS',2.4,1004.757165
'OVER UNDER',2.06,1697.511049
'ASIAN HANDICAP',1.96,2008.624958
'OVER UNDER',1.9,1786.758752
'ASIAN HANDICAP',1.9,1979.785555
'MATCH ODDS',2,1431.098576
'ASIAN HANDICAP',1.82,2078.743384
'ASIAN HANDICAP',2,2062.144579
'ASIAN HANDICAP',1.85,982.376866
'MATCH ODDS',1.95,1036.47107
'OVER UNDER',1.9,1736.490508
'OVER UNDER',9.5,1580.280481
'MATCH ODDS',3.8,915.462974
'ASIAN HANDICAP',1.98,1104.744275
'MATCH ODDS',1.85,1768.975491
'OVER UNDER',2.07,1758.757345
'ASIAN HANDICAP',1.96,1083.060617
'ASIAN HANDICAP',1.96,990.018472
'ASIAN HANDICAP',2.01,1280.240402
'OVER UNDER',1.76,1543.116724
'MATCH ODDS',2,1769.94531
'MATCH ODDS',5.7,1737.213244
'ASIAN HANDICAP',1.73,2059.629071
'ASIAN HANDICAP',1.74,2063.358164
'ASIAN HANDICAP',1.82,1868.231853
'MATCH ODDS',1.87,1736.140835
'ASIAN HANDICAP',2.01,1952.221863
'OVER UNDER',1.5,1743.562948
'ASIAN HANDICAP',1.71,2073.950308
'ASIAN HANDICAP',1.88,2084.791244
'ASIAN HANDICAP',2.12,1885.245397
'ASIAN HANDICAP',1.86,1213.055962
'MATCH ODDS',6,1679.841935
'ASIAN HANDICAP',2.07,2004.542165
'ASIAN HANDICAP',5.1,1342.5908
'MATCH ODDS',2.14,1016.044809
'MATCH ODDS',2.05,641.322692
'ASIAN HANDICAP',2.05,1967.044011
'ASIAN HANDICAP',1.78,1159.140096
'MATCH ODDS',2.66,1710.328587
'ASIAN HANDICAP',1.93,1945.585783
'OVER UNDER',2.21,1599.357555
'MATCH ODDS',4.25,1704.728914
'ASIAN HANDICAP',1.92,2017.971443
'ASIAN HANDICAP',2.53,1014.668934
'MATCH ODDS',3.4,864.106134
'MATCH ODDS',2.2,1725.335446
'ASIAN HANDICAP',2.05,1248.323883
'ASIAN HANDICAP',1.86,2024.624462
'MATCH ODDS',1.73,1733.187777
'ASIAN HANDICAP',2.36,1863.355373
'ASIAN HANDICAP',2.05,1872.926456
'ASIAN HANDICAP',1.99,1871.791001
'OVER UNDER',1.85,1044.762368
'MATCH ODDS',2.08,1735.858787
'ASIAN HANDICAP',2.02,1222.61825
'ASIAN HANDICAP',2,1336.377176
'OVER UNDER',1.81,1765.058332
'OVER UNDER',1.79,1567.452873
'MATCH ODDS',3.98,1710.797251
'ASIAN HANDICAP',1.93,1889.39686
'OVER UNDER',2.2,1601.648391
'ASIAN HANDICAP',2.18,2053.990478
'ASIAN HANDICAP',1.87,2016.992283
'OVER UNDER',1.82,1545.623469
'OVER UNDER',1.93,1778.063502
'MATCH ODDS',2.1,988.361115
'MATCH ODDS',3,1708.192133
'OVER UNDER',1.89,1709.47772
'ASIAN HANDICAP',1.93,1956.75824
'ASIAN HANDICAP',1.98,1764.211496
'ASIAN HANDICAP',2.03,1154.107984
'ASIAN HANDICAP',1.88,1978.598279
'ASIAN HANDICAP',1.87,1937.263887
'ASIAN HANDICAP',1.8,1949.079467
'ASIAN HANDICAP',1.95,1640.973574
'ASIAN HANDICAP',2.4,1863.738985
'ASIAN HANDICAP',1.89,1976.374036
'OVER UNDER',2.02,1628.290865
'OVER UNDER',2.13,1126.881305
'ASIAN HANDICAP',2.03,1979.203012
'MATCH ODDS',1.86,1770.687528
'ASIAN HANDICAP',2.13,1171.906878
'ASIAN HANDICAP',2.18,1164.326187
'ASIAN HANDICAP',1.9,1744.860357
'ASIAN HANDICAP',2.91,1279.699595
'MATCH ODDS',1.73,860.992433
'MATCH ODDS',5.4,1416.148328
'ASIAN HANDICAP',1.98,1509.891287
'ASIAN HANDICAP',1.94,1634.274581
'ASIAN HANDICAP',2.01,1547.736406
'ASIAN HANDICAP',2.04,1236.024512
'OVER UNDER',1.98,1768.432196
'ASIAN HANDICAP',1.9,1939.262847
'OVER UNDER',1.95,663.278274
'ASIAN HANDICAP',1.82,1868.231853
'ASIAN HANDICAP',2.08,1872.189648
'MATCH ODDS',1.83,1769.138789
'ASIAN HANDICAP',2.42,2055.595525
'MATCH ODDS',1.91,1772.641879
'ASIAN HANDICAP',2.04,1996.626279
'OVER UNDER',1.93,1723.564398
'OVER UNDER',1.97,1748.530979
'ASIAN HANDICAP',2.29,1751.795603
'ASIAN HANDICAP',1.98,1942.071032
'OVER UNDER',4.4,1389.352528
'OVER UNDER',2.5,1401.329202
'MATCH ODDS',4.7,760.729663
'MATCH ODDS',5.1,859.925681
'ASIAN HANDICAP',1.97,1199.163345
'MATCH ODDS',4.1,1737.248472
'MATCH ODDS',3,1740.391644
'MATCH ODDS',1.95,1773.342993
'MATCH ODDS',2.21,1755.053694
'ASIAN HANDICAP',1.94,2021.571266
'OVER UNDER',2,1789.519668
'MATCH ODDS',2.75,1740.433199
'MATCH ODDS',1.91,1297.429038
'ASIAN HANDICAP',2.07,1022.470788
'ASIAN HANDICAP',1.95,1876.763026
'ASIAN HANDICAP',1.93,2017.172598
'MATCH ODDS',3.37,1715.260137
'OVER UNDER',1.75,1065.903796
'ASIAN HANDICAP',1.97,1945.190152
'OVER UNDER',1.9,1577.27315
'MATCH ODDS',1.9,960.994629
'MATCH ODDS',1.9,1772.666024
'OVER UNDER',1.78,1768.925555
'OVER UNDER',1.79,1793.747295
'OVER UNDER',1.79,1762.13089
'OVER UNDER',1.83,1579.685818
'ASIAN HANDICAP',2.06,1975.127665
'OVER UNDER',2.21,1727.154764
'ASIAN HANDICAP',1.87,1911.989848
'ASIAN HANDICAP',1.94,2029.820246
'MATCH ODDS',5.41,1685.666665
'ASIAN HANDICAP',1.92,1912.701966
'OVER UNDER',1.77,1058.288832
'OVER UNDER',1.9,1061.732576
'OVER UNDER',2.07,1576.780912
'ASIAN HANDICAP',1.98,2068.732317
'MATCH ODDS',1.85,1041.198536
'OVER UNDER',1.78,1446.941752
'ASIAN HANDICAP',2.25,1843.84342
'OVER UNDER',1.8,1576.97983
'OVER UNDER',1.82,1455.249989
'OVER UNDER',1.95,1339.423053
'ASIAN HANDICAP',1.99,1160.0047
'OVER UNDER',1.73,1766.707978
'MATCH ODDS',2.41,1004.757165
'ASIAN HANDICAP',1.76,1151.240839
'ASIAN HANDICAP',2.63,1841.95434
'ASIAN HANDICAP',2.01,1871.791001
'ASIAN HANDICAP',2.09,1940.520848
'OVER UNDER',2,1664.949002
'OVER UNDER',2.3,1749.014895
'MATCH ODDS',3.25,1738.538178
'ASIAN HANDICAP',2.58,1851.612576
'ASIAN HANDICAP',1.87,1882.251527
'ASIAN HANDICAP',2.19,1858.842282
'ASIAN HANDICAP',1.83,2021.526356
'MATCH ODDS',4.32,1737.241436
'OVER UNDER',1.71,1589.942367
'MATCH ODDS',2.63,1744.895331
'MATCH ODDS',1.95,1777.424516
'MATCH ODDS',5.2,1732.111738
'ASIAN HANDICAP',1.9,1094.762144
'ASIAN HANDICAP',1.99,2072.588817
'OVER UNDER',2.02,1773.216115
'OVER UNDER',1.94,1577.463
'OVER UNDER',2,1750.164468
'ASIAN HANDICAP',2.2,1908.347152
'ASIAN HANDICAP',2.06,2063.808324
'MATCH ODDS',1.7,1733.719684
'MATCH ODDS',2.35,1720.847277
'ASIAN HANDICAP',2.02,1940.369302
'OVER UNDER',1.8,1542.682668
'OVER UNDER',1.72,1536.070619
'ASIAN HANDICAP',2.35,1863.355373
'ASIAN HANDICAP',2.2,1872.434638
'OVER UNDER',1.93,1640.993124
'OVER UNDER',1.81,1565.311717
'OVER UNDER',1.83,1568.058334
'MATCH ODDS',2.17,1765.190018
'MATCH ODDS',2.17,1765.190018
'ASIAN HANDICAP',2.15,1016.905815
'MATCH ODDS',3.2,1230.277728
'MATCH ODDS',2.3,947.899335
'ASIAN HANDICAP',1.72,1857.191894
'OVER UNDER',1.78,1307.292064
'OVER UNDER',2.5,1362.44442
'ASIAN HANDICAP',1.69,2006.545538
'ASIAN HANDICAP',2.08,650.148219
'OVER UNDER',1.83,1783.442384
'OVER UNDER',1.67,1761.568926
'ASIAN HANDICAP',2.17,1910.041882
'MATCH ODDS',2.02,1769.93348
'ASIAN HANDICAP',2.35,994.08387
'ASIAN HANDICAP',1.7,881.007186
'OVER UNDER',1.74,1028.252094
'ASIAN HANDICAP',1.85,1994.597224
'MATCH ODDS',3.33,1717.841775
'MATCH ODDS',3.2,1717.861426
'ASIAN HANDICAP',1.92,2083.940667
'MATCH ODDS',2.25,1755.253761
'ASIAN HANDICAP',1.93,2031.14691
'ASIAN HANDICAP',1.72,2068.519482
'OVER UNDER',2.34,1784.338696
'ASIAN HANDICAP',1.74,2075.918899
'OVER UNDER',1.83,1545.623469
'OVER UNDER',1.63,1706.250871
'ASIAN HANDICAP',1.86,1930.93742
'ASIAN HANDICAP',1.81,2069.356256
'ASIAN HANDICAP',2.25,570.770151
'OVER UNDER',1.79,1759.801909
'ASIAN HANDICAP',1.9,2070.681411
'OVER UNDER',1.7,1789.580126
'ASIAN HANDICAP',2.19,1947.567218
'MATCH ODDS',1.77,1771.256018
'OVER UNDER',2.05,1774.200964
'MATCH ODDS',2.5,861.59716
'ASIAN HANDICAP',1.75,2068.55804
'MATCH ODDS',1.98,1766.249884
'MATCH ODDS',2,1429.936775
'MATCH ODDS',1.99,1431.098576
'ASIAN HANDICAP',1.85,2078.640776
'ASIAN HANDICAP',2.25,1856.509685
'OVER UNDER',2.36,1016.692854
'OVER UNDER',1.89,875.724693
'OVER UNDER',1.93,917.151409
'OVER UNDER',1.97,1034.00457
'ASIAN HANDICAP',1.78,1962.3502
'ASIAN HANDICAP',1.84,1091.925452
'ASIAN HANDICAP',1.7,1972.341629
'MATCH ODDS',2.62,1740.824578
'OVER UNDER',1.83,1754.52257
'ASIAN HANDICAP',1.96,1200.197573
'ASIAN HANDICAP',2.07,1035.21859
'MATCH ODDS',1.97,1741.688382
'ASIAN HANDICAP',1.83,2079.526696
'ASIAN HANDICAP',2,2016.609271
'ASIAN HANDICAP',1.87,1973.646538
'ASIAN HANDICAP',1.86,1882.105239
'ASIAN HANDICAP',1.89,1400.323573
'MATCH ODDS',2,1044.525176
'MATCH ODDS',5.25,1017.852527
'MATCH ODDS',2.05,1037.209661
'ASIAN HANDICAP',1.89,1973.017994
'OVER UNDER',1.92,1554.607424
'MATCH ODDS',2.45,1693.754413
'ASIAN HANDICAP',1.81,2083.314682
'ASIAN HANDICAP',1.9,2083.554266
'ASIAN HANDICAP',1.93,1276.901203
'ASIAN HANDICAP',2.01,681.899856
'MATCH ODDS',2.57,1743.973328
'ASIAN HANDICAP',1.93,1912.099608
'ASIAN HANDICAP',1.75,1947.327768
'ASIAN HANDICAP',1.88,1018.869632
'ASIAN HANDICAP',3.8,1886.013122
'ASIAN HANDICAP',2.05,1931.323988
'ASIAN HANDICAP',1.78,1909.285673
'ASIAN HANDICAP',1.89,1929.333966
'OVER UNDER',1.73,1761.130987
'OVER UNDER',1.72,1292.832385
'ASIAN HANDICAP',2.29,1162.390704
'OVER UNDER',5.8,1252.04205
'OVER UNDER',3,1255.902748
'OVER UNDER',1.77,1264.455549
'MATCH ODDS',3,1741.031529
'OVER UNDER',1.79,1542.682668
'ASIAN HANDICAP',1.94,1957.386577
'OVER UNDER',1.72,1544.280442
'OVER UNDER',1.91,1807.605587
'ASIAN HANDICAP',1.92,1988.806199
'OVER UNDER',2.42,1536.859488
'MATCH ODDS',2.2,1601.825482
'ASIAN HANDICAP',1.87,1869.315779
'ASIAN HANDICAP',2.11,1813.67241
'ASIAN HANDICAP',1.71,1725.575925
'MATCH ODDS',1.88,1736.140835
'MATCH ODDS',2.75,1740.433199
'OVER UNDER',1.76,1759.911571
'OVER UNDER',2.02,1757.534003
'MATCH ODDS',3.5,1738.409181
'ASIAN HANDICAP',2,1973.696175
